comuna;codigo_comuna;dia_nacional;fecha;clave;casos_diarios;casos_acumulados;muertes;casos_activos;recuperados;recuperados_diarios;dia_comunal;fallecidos_diarios;on-off;max_dia;;
Antofagasta;2101;56;27-04-2020;210143948;6;303;3;191;109;1;40;0;ON;49;;
Arauco;8202;56;27-04-2020;820243948;0;6;0;0;6;0;34;0;ON;43;;
Arica;15101;56;27-04-2020;1510143948;22;270;3;147;120;5;42;0;ON;51;;
Buin;13402;56;27-04-2020;1340243948;0;60;2;21;37;1;33;0;ON;42;;
Bulnes;16102;56;27-04-2020;1610243948;1;60;1;13;46;0;39;0;ON;48;;
Cabildo;5402;56;27-04-2020;540243948;2;3;0;3;0;0;3;0;ON;12;;
Cabo_de_Hornos;12201;56;27-04-2020;1220143948;0;19;0;2;17;0;39;0;ON;48;;
Cabrero;8303;56;27-04-2020;830343948;0;15;0;8;7;0;33;0;ON;42;;
Calama;2201;56;27-04-2020;220143948;4;54;0;34;20;0;45;0;ON;54;;
Calbuco;10102;56;27-04-2020;1010243948;0;7;0;2;5;0;36;0;ON;45;;
Caldera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Calera;5502;56;27-04-2020;550243948;0;22;1;12;9;0;33;0;ON;42;;
Calera_de_Tango;13403;56;27-04-2020;1340343948;0;15;0;5;10;0;35;0;ON;44;;
Calle_Larga;5302;56;27-04-2020;530243948;0;6;0;3;3;0;27;0;ON;36;;
Carahue;9102;56;27-04-2020;910243948;0;31;0;16;15;0;36;0;ON;45;;
Cartagena;5603;56;27-04-2020;560343948;0;6;0;5;1;0;24;0;ON;33;;
Casablanca;5102;56;27-04-2020;510243948;0;3;0;0;3;0;35;0;ON;44;;
Castro;10201;56;27-04-2020;1020143948;0;7;0;0;7;0;33;0;ON;42;;
Catemu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Cauquenes;7201;56;27-04-2020;720143948;0;13;0;9;4;0;31;0;ON;40;;
Cerrillos;13102;56;27-04-2020;1310243948;0;80;1;46;33;2;34;0;ON;43;;
Cerro_Navia;13103;56;27-04-2020;1310343948;3;135;0;70;65;7;40;0;ON;49;;
Chaiten;10401;56;27-04-2020;1040143948;0;1;0;0;1;0;27;0;ON;36;;
Chanco;7202;56;27-04-2020;720243948;1;3;0;3;0;0;10;0;ON;19;;
Chiguayante;8103;56;27-04-2020;810343948;0;58;1;23;34;1;38;0;ON;47;;
Chile_Chico;11401;56;27-04-2020;1140143948;0;1;0;0;1;0;27;0;ON;36;;
Chillan;16101;56;27-04-2020;1610143948;0;405;7;35;363;2;47;0;ON;56;;
Chillan_Viejo;16103;56;27-04-2020;1610343948;0;55;0;10;45;0;43;0;ON;52;;
Chimbarongo;6303;56;27-04-2020;630343948;0;2;0;0;2;0;34;0;ON;43;;
Cholchol;9121;56;27-04-2020;912143948;0;5;0;0;5;2;19;0;ON;28;;
Cochamo;10103;56;27-04-2020;1010343948;0;1;0;0;1;0;17;0;ON;26;;
Codegua;6102;56;27-04-2020;610243948;0;1;0;1;0;0;9;0;ON;18;;
Coelemu;16203;56;27-04-2020;1620343948;0;4;0;0;4;0;26;0;ON;35;;
Coihaique;11101;56;27-04-2020;1110143948;0;3;0;1;2;0;34;0;ON;43;;
Coihueco;16302;56;27-04-2020;1630243948;0;25;0;15;10;0;25;0;ON;34;;
Coinco;6103;56;27-04-2020;610343948;0;1;0;1;0;0;5;0;ON;14;;
Colbun;7402;56;27-04-2020;740243948;0;6;0;2;4;0;41;0;ON;50;;
Colina;13301;56;27-04-2020;1330143948;4;103;0;26;77;3;40;0;ON;49;;
Collipulli;9202;56;27-04-2020;920243948;0;3;2;1;0;0;8;0;ON;17;;
Concepcion;8101;56;27-04-2020;810143948;0;139;2;13;124;5;46;0;ON;55;;
Conchali;13104;56;27-04-2020;1310443948;0;113;1;59;53;1;40;0;ON;49;;
Concon;5103;56;27-04-2020;510343948;1;14;0;8;6;0;28;0;ON;37;;
Constitucion;7102;56;27-04-2020;710243948;1;19;1;13;5;0;26;1;ON;35;;
Copiapo;3101;56;27-04-2020;310143948;0;8;0;0;8;0;45;0;ON;54;;
Coquimbo;4102;56;27-04-2020;410243948;0;26;0;7;19;0;40;0;ON;49;;
Coronel;8102;56;27-04-2020;810243948;0;18;0;3;15;0;39;0;ON;48;;
Corral;14102;56;27-04-2020;1410243948;0;1;0;1;0;0;13;0;ON;22;;
Cunco;9103;56;27-04-2020;910343948;0;6;1;0;6;0;24;0;ON;33;;
Curacautin;9203;56;27-04-2020;920343948;0;6;0;1;5;0;27;0;ON;36;;
Curacavi;13503;56;27-04-2020;1350343948;0;15;0;1;14;1;40;0;ON;49;;
Curanilahue;8205;56;27-04-2020;820543948;0;2;0;1;1;0;31;0;ON;40;;
Curarrehue;9104;56;27-04-2020;910443948;0;4;1;0;4;0;37;1;ON;46;;
Curepto;7103;56;27-04-2020;710343948;0;8;1;4;3;0;20;0;ON;29;;
Curico;7301;56;27-04-2020;730143948;4;37;0;17;20;0;48;0;ON;57;;
Diego_de_Almagro;3202;56;27-04-2020;320243948;0;1;0;0;1;0;30;0;ON;39;;
Donihue;6105;56;27-04-2020;610543948;0;1;0;1;0;0;5;0;ON;14;;
El_Bosque;13105;56;27-04-2020;1310543948;16;177;0;90;87;4;40;0;ON;49;;
El_Carmen;16104;56;27-04-2020;1610443948;0;3;0;0;3;0;27;0;ON;36;;
El_Monte;13602;56;27-04-2020;1360243948;3;16;0;6;10;0;34;0;ON;43;;
El_Quisco;5604;56;27-04-2020;560443948;0;11;2;5;4;1;26;0;ON;35;;
El_Tabo;5605;56;27-04-2020;560543948;0;9;1;5;3;0;29;0;ON;38;;
Ercilla;9204;56;27-04-2020;920443948;0;8;0;5;3;0;24;0;ON;33;;
Estacion_Central;13106;56;27-04-2020;1310643948;15;207;0;132;75;4;46;0;ON;55;;
Florida;8104;56;27-04-2020;810443948;0;3;0;0;3;1;33;0;ON;42;;
Freire;9105;56;27-04-2020;910543948;0;7;0;2;5;0;27;0;ON;36;;
Freirina;3303;56;27-04-2020;330343948;1;1;0;1;0;0;1;0;START;10;;
Frutillar;10105;56;27-04-2020;1010543948;0;6;0;0;6;1;38;0;ON;47;;
Futrono;14202;56;27-04-2020;1420243948;0;5;0;0;5;0;32;0;ON;41;;
Galvarino;9106;56;27-04-2020;910643948;0;2;0;0;2;0;17;0;ON;26;;
Gorbea;9107;56;27-04-2020;910743948;0;12;0;2;10;0;38;0;ON;47;;
Graneros;6106;56;27-04-2020;610643948;0;2;0;2;0;0;5;0;ON;14;;
Hijuelas;5503;56;27-04-2020;550343948;0;1;0;1;0;0;10;0;ON;19;;
Hualaihue;10403;56;27-04-2020;1040343948;0;3;0;0;3;0;29;0;ON;38;;
Hualpen;8112;56;27-04-2020;811243948;1;104;0;38;66;2;36;0;ON;45;;
Hualqui;8105;56;27-04-2020;810543948;0;19;0;12;7;1;35;0;ON;44;;
Huara;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Huasco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Huechuraba;13107;56;27-04-2020;1310743948;5;82;0;32;50;2;39;0;ON;48;;
Illapel;4201;56;27-04-2020;420143948;0;18;0;0;18;0;24;0;ON;33;;
Independencia;13108;56;27-04-2020;1310843948;10;246;0;186;60;8;39;0;ON;48;;
Iquique;1101;56;27-04-2020;110143948;4;75;1;48;26;1;36;0;ON;45;;
Isla_de_Maipo;13603;56;27-04-2020;1360343948;2;13;0;2;11;1;24;0;ON;33;;
Isla_de_Pascua;5201;56;27-04-2020;520143948;0;5;0;0;5;0;35;0;ON;44;;
La_Cisterna;13109;56;27-04-2020;1310943948;0;84;0;42;42;3;39;0;ON;48;;
La_Cruz;5504;56;27-04-2020;550443948;0;8;0;3;5;0;28;0;ON;37;;
La_Florida;13110;56;27-04-2020;1311043948;16;328;0;152;176;11;44;0;ON;53;;
La_Granja;13111;56;27-04-2020;1311143948;15;95;0;49;46;0;38;0;ON;47;;
La_Ligua;5401;56;27-04-2020;540143948;0;2;0;0;2;0;33;0;ON;42;;
La_Pintana;13112;56;27-04-2020;1311243948;23;195;1;136;58;3;33;0;ON;42;;
La_Reina;13113;56;27-04-2020;1311343948;0;84;0;28;56;2;38;0;ON;47;;
La_Serena;4101;56;27-04-2020;410143948;1;19;0;7;12;0;29;0;ON;38;;
La_Union;14201;56;27-04-2020;1420143948;1;29;0;8;21;0;36;0;ON;45;;
Lago_Ranco;14203;56;27-04-2020;1420343948;0;2;0;0;2;0;32;0;ON;41;;
Laja;8304;56;27-04-2020;830443948;0;12;0;5;7;0;30;0;ON;39;;
Lampa;13302;56;27-04-2020;1330243948;0;68;0;30;38;1;37;0;ON;46;;
Lanco;14103;56;27-04-2020;1410343948;0;5;0;1;4;2;28;0;ON;37;;
Las_Cabras;6107;56;27-04-2020;610743948;0;3;0;3;0;0;13;0;ON;22;;
Las_Condes;13114;56;27-04-2020;1311443948;0;355;0;57;298;2;51;0;ON;60;;
Lautaro;9108;56;27-04-2020;910843948;1;38;1;13;24;1;30;0;ON;39;;
Licanten;7303;56;27-04-2020;730343948;0;2;0;2;0;0;12;0;ON;21;;
Limache;5802;56;27-04-2020;580243948;0;23;0;11;12;5;34;0;ON;43;;
Linares;7401;56;27-04-2020;740143948;1;24;1;10;13;0;37;0;ON;46;;
Litueche;6203;56;27-04-2020;620343948;1;3;0;3;0;0;4;0;ON;13;;
Llaillay;5703;56;27-04-2020;570343948;0;2;0;0;2;0;26;0;ON;35;;
Llanquihue;10107;56;27-04-2020;1010743948;0;1;0;1;0;0;8;0;ON;17;;
Lo_Barnechea;13115;56;27-04-2020;1311543948;8;194;0;75;119;3;32;0;ON;41;;
Lo_Espejo;13116;56;27-04-2020;1311643948;0;100;0;44;56;8;37;0;ON;46;;
Lo_Prado;13117;56;27-04-2020;1311743948;12;111;0;67;44;1;37;0;ON;46;;
Loncoche;9109;56;27-04-2020;910943948;1;10;0;2;8;1;27;0;ON;36;;
Longavi;7403;56;27-04-2020;740343948;0;4;1;1;2;0;36;0;ON;45;;
Los_Alamos;8206;56;27-04-2020;820643948;0;1;0;1;0;0;6;0;ON;15;;
Los_Andes;5301;56;27-04-2020;530143948;1;7;1;0;6;0;35;0;ON;44;;
Los_Angeles;8301;56;27-04-2020;830143948;0;31;0;8;23;0;50;0;ON;59;;
Los_Muermos;10106;56;27-04-2020;1010643948;0;1;0;0;1;0;33;0;ON;42;;
Los_Vilos;4203;56;27-04-2020;420343948;0;1;0;0;1;0;33;0;ON;42;;
Lota;8106;56;27-04-2020;810643948;0;1;0;0;1;0;38;0;ON;47;;
Lumaco;9207;56;27-04-2020;920743948;1;1;0;1;0;0;1;0;START;10;;
Machali;6108;56;27-04-2020;610843948;0;16;0;8;8;0;41;0;ON;50;;
Macul;13118;56;27-04-2020;1311843948;0;110;0;59;51;3;37;0;ON;46;;
Mafil;14105;56;27-04-2020;1410543948;0;2;0;1;1;0;37;0;ON;46;;
Maipu;13119;56;27-04-2020;1311943948;11;399;2;154;243;35;41;0;ON;50;;
Maria_Elena;2302;56;27-04-2020;230243948;1;13;0;12;1;0;15;0;ON;24;;
Maria_Pinto;13504;56;27-04-2020;1350443948;0;1;0;0;1;0;33;0;ON;42;;
Mariquina;14106;56;27-04-2020;1410643948;0;9;0;1;8;0;30;0;ON;39;;
Maule;7105;56;27-04-2020;710543948;0;22;0;17;5;0;32;0;ON;41;;
Maullin;10108;56;27-04-2020;1010843948;0;1;0;0;1;0;18;0;ON;27;;
Mejillones;2102;56;27-04-2020;210243948;2;65;1;52;12;1;26;0;ON;35;;
Melipilla;13501;56;27-04-2020;1350143948;8;48;0;29;19;2;35;0;ON;44;;
Molina;7304;56;27-04-2020;730443948;0;7;2;2;3;0;29;0;ON;38;;
Mostazal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Mulchen;8305;56;27-04-2020;830543948;0;5;0;0;5;0;33;0;ON;42;;
Nacimiento;8306;56;27-04-2020;830643948;0;10;0;2;8;0;41;0;ON;50;;
Nancagua;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Natales;12401;56;27-04-2020;1240143948;0;8;0;3;5;0;31;0;ON;40;;
Navidad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Negrete;8307;56;27-04-2020;830743948;0;2;0;0;2;0;21;0;ON;30;;
Ninhue;16204;56;27-04-2020;1620443948;0;4;0;3;1;0;18;0;ON;27;;
Nueva_Imperial;9111;56;27-04-2020;911143948;0;44;2;11;31;1;36;0;ON;45;;
niquen;16303;56;27-04-2020;1630343948;0;3;1;0;2;0;20;0;ON;29;;
nunoa;13120;56;27-04-2020;1312043948;0;291;0;116;175;4;48;0;ON;57;;
Olivar;6111;56;27-04-2020;611143948;0;6;0;0;6;1;27;0;ON;36;;
Olmue;5803;56;27-04-2020;580343948;0;2;0;1;1;0;16;0;ON;25;;
Osorno;10301;56;27-04-2020;1030143948;1;282;7;39;236;3;41;0;ON;50;;
Ovalle;4301;56;27-04-2020;430143948;0;9;0;1;8;0;35;0;ON;44;;
Padre_Hurtado;13604;56;27-04-2020;1360443948;0;40;0;13;27;2;36;0;ON;45;;
Padre_las_Casas;9112;56;27-04-2020;911243948;6;87;3;32;52;0;36;0;ON;45;;
Paillaco;14107;56;27-04-2020;1410743948;0;2;0;1;1;0;28;0;ON;37;;
Paine;13404;56;27-04-2020;1340443948;0;15;0;6;9;1;39;0;ON;48;;
Parral;7404;56;27-04-2020;740443948;0;9;0;3;6;0;30;0;ON;39;;
Pedro_Aguirre_Cerda;13121;56;27-04-2020;1312143948;10;129;1;68;60;6;35;0;ON;44;;
Pelarco;7106;56;27-04-2020;710643948;0;5;0;2;3;0;17;0;ON;26;;
Pelluhue;7203;56;27-04-2020;720343948;0;2;0;1;1;0;31;0;ON;40;;
Pemuco;16105;56;27-04-2020;1610543948;0;6;0;3;3;0;22;0;ON;31;;
Pencahue;7107;56;27-04-2020;710743948;0;3;0;3;0;0;11;0;ON;20;;
Penco;8107;56;27-04-2020;810743948;0;18;0;7;11;1;27;0;ON;36;;
Penaflor;13605;56;27-04-2020;1360543948;7;51;0;25;26;1;35;0;ON;44;;
Penalolen;13122;56;27-04-2020;1312243948;15;254;0;121;133;2;35;0;ON;44;;
Perquenco;9113;56;27-04-2020;911343948;0;6;0;3;3;0;17;0;ON;26;;
Petorca;5404;56;27-04-2020;540443948;0;6;0;0;6;0;30;0;ON;39;;
Peumo;6112;56;27-04-2020;611243948;0;1;0;0;1;0;24;0;ON;33;;
Pica;1405;56;27-04-2020;140543948;0;31;0;12;19;8;24;0;ON;33;;
Pinto;16106;56;27-04-2020;1610643948;0;12;0;4;8;0;26;0;ON;35;;
Pirque;13202;56;27-04-2020;1320243948;3;19;0;7;12;2;31;0;ON;40;;
Pitrufquen;9114;56;27-04-2020;911443948;0;19;0;2;17;0;36;0;ON;45;;
Placilla;6308;56;27-04-2020;630843948;0;1;0;0;1;0;39;0;ON;48;;
Porvenir;12301;56;27-04-2020;1230143948;0;8;0;4;4;0;27;0;ON;36;;
Pozo_Almonte;1401;56;27-04-2020;140143948;0;2;0;0;2;0;23;0;ON;32;;
Primavera;12302;56;27-04-2020;1230243948;0;1;0;1;0;0;12;0;ON;21;;
Providencia;13123;56;27-04-2020;1312343948;4;200;0;53;147;11;54;0;ON;63;;
Puchuncavi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Pucon;9115;56;27-04-2020;911543948;0;14;0;7;7;0;36;0;ON;45;;
Pudahuel;13124;56;27-04-2020;1312443948;10;167;0;84;83;5;35;0;ON;44;;
Puente_Alto;13201;56;27-04-2020;1320143948;26;764;0;402;362;53;39;0;ON;48;;
Puerto_Montt;10101;56;27-04-2020;1010143948;0;73;0;4;69;0;52;0;ON;61;;
Puerto_Octay;10302;56;27-04-2020;1030243948;0;4;0;3;1;0;30;0;ON;39;;
Puerto_Varas;10109;56;27-04-2020;1010943948;0;9;0;2;7;1;41;0;ON;50;;
Punitaqui;4304;56;27-04-2020;430443948;0;1;0;1;0;0;6;0;ON;15;;
Punta_Arenas;12101;56;27-04-2020;1210143948;3;623;10;211;402;14;42;1;ON;51;;
Puren;9208;56;27-04-2020;920843948;0;2;0;0;2;0;17;0;ON;26;;
Purranque;10303;56;27-04-2020;1030343948;0;17;0;1;16;0;26;0;ON;35;;
Putaendo;5705;56;27-04-2020;570543948;0;5;0;3;2;0;33;0;ON;42;;
Puyehue;10304;56;27-04-2020;1030443948;0;2;0;1;1;0;36;0;ON;45;;
Quilicura;13125;56;27-04-2020;1312543948;24;236;0;138;98;4;35;0;ON;44;;
Quillon;16107;56;27-04-2020;1610743948;0;28;1;3;24;0;37;0;ON;46;;
Quillota;5501;56;27-04-2020;550143948;0;22;0;3;19;0;41;0;ON;50;;
Quilpue;5801;56;27-04-2020;580143948;0;30;0;10;20;1;39;0;ON;48;;
Quinchao;10210;56;27-04-2020;1021043948;0;1;0;0;1;0;33;0;ON;42;;
Quinta_de_Tilcoco;6114;56;27-04-2020;611443948;0;1;0;0;1;0;34;0;ON;43;;
Quinta_Normal;13126;56;27-04-2020;1312643948;11;194;0;101;93;9;34;0;ON;43;;
Quintero;5107;56;27-04-2020;510743948;0;9;0;5;4;0;35;0;ON;44;;
Quirihue;16201;56;27-04-2020;1620143948;0;4;1;0;3;0;22;0;ON;31;;
Rancagua;6101;56;27-04-2020;610143948;1;32;1;16;15;0;39;0;ON;48;;
Ranquil;16206;56;27-04-2020;1620643948;0;10;0;1;9;0;37;0;ON;46;;
Rauco;7305;56;27-04-2020;730543948;0;2;0;0;2;0;26;0;ON;35;;
Recoleta;13127;56;27-04-2020;1312743948;0;226;0;145;81;8;43;0;ON;52;;
Renaico;9209;56;27-04-2020;920943948;0;4;0;2;2;0;17;0;ON;26;;
Renca;13128;56;27-04-2020;1312843948;12;131;1;78;52;8;40;0;ON;49;;
Rengo;6115;56;27-04-2020;611543948;0;7;0;6;1;0;28;0;ON;37;;
Requinoa;6116;56;27-04-2020;611643948;0;4;0;3;1;0;41;0;ON;50;;
Retiro;7405;56;27-04-2020;740543948;0;1;0;0;1;0;15;0;ON;24;;
Rinconada;5303;56;27-04-2020;530343948;0;2;0;0;2;0;21;0;ON;30;;
Rio_Bueno;14204;56;27-04-2020;1420443948;0;11;0;8;3;0;23;0;ON;32;;
Rio_Claro;7108;56;27-04-2020;710843948;0;7;1;3;3;0;40;0;ON;49;;
Rio_Hurtado;4305;56;27-04-2020;430543948;0;1;0;0;1;0;32;0;ON;41;;
Rio_Negro;10305;56;27-04-2020;1030543948;0;5;0;2;3;1;31;0;ON;40;;
Romeral;7306;56;27-04-2020;730643948;0;13;2;8;3;0;31;0;ON;40;;
Saavedra;9116;56;27-04-2020;911643948;1;16;0;16;0;0;11;0;ON;20;;
Sagrada_Familia;7307;56;27-04-2020;730743948;0;2;0;1;1;0;24;0;ON;33;;
Salamanca;4204;56;27-04-2020;420443948;0;7;0;1;6;0;39;0;ON;48;;
San_Antonio;5601;56;27-04-2020;560143948;4;53;1;33;19;2;34;0;ON;43;;
San_Bernardo;13401;56;27-04-2020;1340143948;27;372;0;224;148;8;41;0;ON;50;;
San_Carlos;16301;56;27-04-2020;1630143948;0;34;2;1;31;0;37;0;ON;46;;
San_Clemente;7109;56;27-04-2020;710943948;0;9;0;9;0;0;12;0;ON;21;;
San_Esteban;5304;56;27-04-2020;530443948;1;3;0;3;0;0;10;0;ON;19;;
San_Fabian;16304;56;27-04-2020;1630443948;1;8;0;2;6;0;31;0;ON;40;;
San_Felipe;5701;56;27-04-2020;570143948;0;6;0;0;6;1;37;0;ON;46;;
San_Fernando;6301;56;27-04-2020;630143948;0;5;0;1;4;1;40;0;ON;49;;
San_Ignacio;16108;56;27-04-2020;1610843948;0;6;0;2;4;0;26;0;ON;35;;
San_Javier;7406;56;27-04-2020;740643948;0;20;0;10;10;1;28;0;ON;37;;
San_Joaquin;13129;56;27-04-2020;1312943948;16;149;1;87;61;3;36;0;ON;45;;
San_Jose_de_Maipo;13203;56;27-04-2020;1320343948;0;8;0;4;4;0;18;0;ON;27;;
San_Juan_de_La_Costa;10306;56;27-04-2020;1030643948;2;24;0;10;14;0;24;0;ON;33;;
San_Miguel;13130;56;27-04-2020;1313043948;11;173;0;76;97;11;42;0;ON;51;;
San_Nicolas;16305;56;27-04-2020;1630543948;2;16;1;1;14;2;27;0;ON;36;;
San_Pablo;10307;56;27-04-2020;1030743948;0;8;1;3;4;0;32;0;ON;41;;
San_Pedro;13505;56;27-04-2020;1350543948;0;2;0;2;0;0;8;0;ON;17;;
San_Pedro_de_Atacama;2203;56;27-04-2020;220343948;0;4;0;0;4;1;30;0;ON;39;;
San_Pedro_de_la_Paz;8108;56;27-04-2020;810843948;0;99;0;28;71;2;41;0;ON;50;;
San_Rafael;7110;56;27-04-2020;711043948;0;3;0;1;2;0;25;0;ON;34;;
San_Ramon;13131;56;27-04-2020;1313143948;12;90;0;66;24;4;29;0;ON;38;;
San_Vicente;6117;56;27-04-2020;611743948;0;4;0;0;4;0;27;0;ON;36;;
Santa_Barbara;8311;56;27-04-2020;831143948;0;2;0;0;2;0;30;0;ON;39;;
Santa_Cruz;6310;56;27-04-2020;631043948;0;2;0;1;1;0;24;0;ON;33;;
Santa_Juana;8109;56;27-04-2020;810943948;0;2;0;2;0;0;10;0;ON;19;;
Santa_Maria;5706;56;27-04-2020;570643948;0;2;0;0;2;0;30;0;ON;39;;
Santiago;13101;56;27-04-2020;1310143948;26;700;4;292;404;29;45;0;ON;54;;
Santo_Domingo;5606;56;27-04-2020;560643948;0;17;0;10;7;1;39;0;ON;48;;
Talagante;13601;56;27-04-2020;1360143948;1;33;0;9;24;2;36;0;ON;45;;
Talca;7101;56;27-04-2020;710143948;4;149;2;95;52;0;56;0;ON;65;;
Talcahuano;8110;56;27-04-2020;811043948;2;95;3;16;76;1;43;0;ON;52;;
Taltal;2104;56;27-04-2020;210443948;0;7;0;4;3;0;29;0;ON;38;;
Temuco;9101;56;27-04-2020;910143948;7;665;14;158;493;15;43;0;ON;52;;
Teno;7308;56;27-04-2020;730843948;0;2;1;0;1;0;20;0;ON;29;;
Teodoro_Schmidt;9117;56;27-04-2020;911743948;0;6;0;1;5;0;29;0;ON;38;;
Tierra_Amarilla;3103;56;27-04-2020;310343948;1;6;0;2;4;0;21;0;ON;30;;
Tiltil;13303;56;27-04-2020;1330343948;0;5;0;1;4;0;22;0;ON;31;;
Tirua;8207;56;27-04-2020;820743948;0;4;0;0;4;0;27;0;ON;36;;
Tocopilla;2301;56;27-04-2020;230143948;0;11;0;6;5;3;40;0;ON;49;;
Tolten;9118;56;27-04-2020;911843948;0;6;1;0;6;0;27;0;ON;36;;
Tome;8111;56;27-04-2020;811143948;0;50;0;16;34;0;40;0;ON;49;;
Traiguen;9210;56;27-04-2020;921043948;0;3;0;1;2;0;17;0;ON;26;;
Tucapel;8312;56;27-04-2020;831243948;0;1;0;1;0;0;11;0;ON;20;;
Valdivia;14101;56;27-04-2020;1410143948;1;107;3;8;96;7;43;0;ON;52;;
Vallenar;3301;56;27-04-2020;330143948;1;13;0;13;0;0;6;0;ON;15;;
Valparaiso;5101;56;27-04-2020;510143948;0;68;0;25;43;0;39;0;ON;48;;
Victoria;9211;56;27-04-2020;921143948;1;58;4;42;12;0;32;2;ON;41;;
Vicuna;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Vilcun;9119;56;27-04-2020;911943948;0;39;0;14;25;1;32;0;ON;41;;
Villa_Alegre;7407;56;27-04-2020;740743948;0;2;0;2;0;0;9;0;ON;18;;
Villa_Alemana;5804;56;27-04-2020;580443948;0;15;0;3;12;1;34;0;ON;43;;
Villarrica;9120;56;27-04-2020;912043948;0;19;0;2;17;0;29;0;ON;38;;
Vina_del_Mar;5109;56;27-04-2020;510943948;4;109;2;32;75;2;43;0;ON;52;;
Vitacura;13132;56;27-04-2020;1313243948;5;138;0;10;128;1;55;0;ON;64;;
Yerbas_Buenas;7408;56;27-04-2020;740843948;0;1;0;1;0;0;10;0;ON;19;;
Yumbel;8313;56;27-04-2020;831343948;0;6;0;1;5;0;33;0;ON;42;;
Yungay;16109;56;27-04-2020;1610943948;1;48;0;7;41;0;31;0;ON;40;;
Aisen;11201;57;28-04-2020;1120143949;0;1;0;0;1;0;46;0;ON;54;;
Algarrobo;5602;57;28-04-2020;560243949;0;10;1;0;9;0;32;0;ON;40;;
Alto_Hospicio;1107;57;28-04-2020;110743949;2;57;0;42;15;0;35;0;ON;43;;
Ancud;10202;57;28-04-2020;1020243949;0;9;0;8;1;1;14;0;ON;22;;
Andacollo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Angol;9201;57;28-04-2020;920143949;6;86;3;49;34;2;42;0;ON;50;;
Antofagasta;2101;57;28-04-2020;210143949;15;318;3;194;121;12;41;0;ON;49;;
Arauco;8202;57;28-04-2020;820243949;0;6;0;0;6;0;35;0;ON;43;;
Arica;15101;57;28-04-2020;1510143949;3;273;3;146;124;4;43;0;ON;51;;
Buin;13402;57;28-04-2020;1340243949;4;64;3;21;40;3;34;1;ON;42;;
Bulnes;16102;57;28-04-2020;1610243949;0;60;1;13;46;0;40;0;ON;48;;
Cabildo;5402;57;28-04-2020;540243949;0;3;0;3;0;0;4;0;ON;12;;
Cabo_de_Hornos;12201;57;28-04-2020;1220143949;0;19;0;2;17;0;40;0;ON;48;;
Cabrero;8303;57;28-04-2020;830343949;1;16;0;9;7;0;34;0;ON;42;;
Calama;2201;57;28-04-2020;220143949;5;59;0;38;21;1;46;0;ON;54;;
Calbuco;10102;57;28-04-2020;1010243949;0;7;0;2;5;0;37;0;ON;45;;
Caldera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Calera;5502;57;28-04-2020;550243949;0;22;1;10;11;2;34;0;ON;42;;
Calera_de_Tango;13403;57;28-04-2020;1340343949;0;15;0;5;10;0;36;0;ON;44;;
Calle_Larga;5302;57;28-04-2020;530243949;0;6;0;3;3;0;28;0;ON;36;;
Carahue;9102;57;28-04-2020;910243949;0;31;0;16;15;0;37;0;ON;45;;
Cartagena;5603;57;28-04-2020;560343949;0;6;0;5;1;0;25;0;ON;33;;
Casablanca;5102;57;28-04-2020;510243949;0;3;0;0;3;0;36;0;ON;44;;
Castro;10201;57;28-04-2020;1020143949;0;7;0;0;7;0;34;0;ON;42;;
Catemu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Cauquenes;7201;57;28-04-2020;720143949;0;13;0;8;5;1;32;0;ON;40;;
Cerrillos;13102;57;28-04-2020;1310243949;0;80;1;37;42;9;35;0;ON;43;;
Cerro_Navia;13103;57;28-04-2020;1310343949;0;135;0;68;67;2;41;0;ON;49;;
Chaiten;10401;57;28-04-2020;1040143949;0;1;0;0;1;0;28;0;ON;36;;
Chanco;7202;57;28-04-2020;720243949;0;3;0;3;0;0;11;0;ON;19;;
Chiguayante;8103;57;28-04-2020;810343949;1;59;1;22;36;2;39;0;ON;47;;
Chile_Chico;11401;57;28-04-2020;1140143949;0;1;0;0;1;0;28;0;ON;36;;
Chillan;16101;57;28-04-2020;1610143949;1;406;7;29;370;7;48;0;ON;56;;
Chillan_Viejo;16103;57;28-04-2020;1610343949;0;55;0;9;46;1;44;0;ON;52;;
Chimbarongo;6303;57;28-04-2020;630343949;0;2;0;0;2;0;35;0;ON;43;;
